번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,문화사업자구분명,총층수,주변환경명,제작취급품목내용,시설면적,지상층수,지하층수,건물용도명,통로너비,조명시설조도,노래방실수,청소년실수,비상계단여부,비상구여부,자동환기여부,청소년실여부,특수조명여부,방음시설여부,비디오재생기명,조명시설유무,음향시설여부,편의시설여부,소방시설여부,총게임기수,기존게임업외업종명,제공게임물명,공연장형태구분명,품목명,최초등록시점,지역구분명
65,영화상영관,03_13_02_P,3410000,CDFF4220002002000002,20020626,,1,영업/정상,13,영업중,,,,,257-2041,,,대구광역시 중구 종로1가 29-4번지,대구광역시 중구 국채보상로 547 (종로1가),41919,롯데시네마 프리미엄 만경관 2관,2.02E+13,U,36:30.0,,343571.9657,264582.7763,영화상영관,영화상영관,,,,,9,,,1,,,,,,,,,,,,,,,,,,영화관,,20020626,
66,영화상영관,03_13_02_P,3410000,CDFF4220002002000003,20020626,,1,영업/정상,13,영업중,,,,,257-2041,,,대구광역시 중구 종로1가 29-4번지,대구광역시 중구 국채보상로 547 (종로1가),41919,롯데시네마 프리미엄 만경관 3관,2.02E+13,I,59:59.0,,343571.9657,264582.7763,영화상영관,영화상영관,,,,,9,,,1,,,,,,,,,,,,,,,,,,영화관,,20020626,
67,영화상영관,03_13_02_P,3410000,CDFF4220002002000004,20020626,,1,영업/정상,13,영업중,,,,,257-2041,,,대구광역시 중구 종로1가 29-4번지,대구광역시 중구 국채보상로 547 (종로1가),41919,롯데시네마 프리미엄 만경관 4관,2.02E+13,I,59:59.0,,343571.9657,264582.7763,영화상영관,영화상영관,,,,,9,,,1,,,,,,,,,,,,,,,,,,영화관,,20020626,
68,영화상영관,03_13_02_P,3410000,CDFF4220002002000005,20020626,,1,영업/정상,13,영업중,,,,,257-2041,,,대구광역시 중구 종로1가 29-4번지,대구광역시 중구 국채보상로 547 (종로1가),41919,롯데시네마 프리미엄 만경관 5관,2.02E+13,I,59:59.0,,343571.9657,264582.7763,영화상영관,영화상영관,,,,,9,,,1,,,,,,,,,,,,,,,,,,영화관,,20020626,
69,영화상영관,03_13_02_P,3410000,CDFF4220002002000006,20020626,,1,영업/정상,13,영업중,,,,,257-2041,,,대구광역시 중구 종로1가 29-4번지,대구광역시 중구 국채보상로 547 (종로1가),41919,롯데시네마 프리미엄 만경관 6관,2.02E+13,I,59:59.0,,343571.9657,264582.7763,영화상영관,영화상영관,,,,,9,,,1,,,,,,,,,,,,,,,,,,영화관,,20020626,
70,영화상영관,03_13_02_P,3410000,CDFF4220002002000007,20020626,,1,영업/정상,13,영업중,,,,,257-2041,,,대구광역시 중구 종로1가 29-4번지,대구광역시 중구 국채보상로 547 (종로1가),41919,롯데시네마 프리미엄 만경관 7관,2.02E+13,I,59:59.0,,343571.9657,264582.7763,영화상영관,영화상영관,,,,,9,,,1,,,,,,,,,,,,,,,,,,영화관,,20020626,
71,영화상영관,03_13_02_P,3410000,CDFF4220002011000001,20110816,,1,영업/정상,13,영업중,,,,,428-9320,,,대구광역시 중구 계산동2가 200,대구광역시 중구 달구벌대로 2077 (계산동2가),41936,CGV대구현대 제1관,2.02E+13,U,40:00.0,,343588.7356,264119.0108,영화상영관,,10,,,,,2,,,,,,,,,,,,,,,,,,,,영화관,,20110816,
72,영화상영관,03_13_02_P,3410000,CDFF4220002011000002,20110816,,1,영업/정상,13,영업중,,,,,428-9320,,,대구광역시 중구 계산동2가 200,대구광역시 중구 달구벌대로 2077 (계산동2가),41936,CGV대구현대 제2관,2.02E+13,U,40:00.0,,343588.7356,264119.0108,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20110816,
73,영화상영관,03_13_02_P,3410000,CDFF4220002011000003,20110816,,1,영업/정상,13,영업중,,,,,428-9320,,,대구광역시 중구 계산동2가 200,대구광역시 중구 달구벌대로 2077 (계산동2가),41936,CGV대구현대 제3관,2.02E+13,U,40:00.0,,343588.7356,264119.0108,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20110816,
74,영화상영관,03_13_02_P,3410000,CDFF4220002011000004,20110816,,1,영업/정상,13,영업중,,,,,428-9320,,,대구광역시 중구 계산동2가 200,대구광역시 중구 달구벌대로 2077 (계산동2가),41936,CGV대구현대 제4관,2.02E+13,U,40:00.0,,343588.7356,264119.0108,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20110816,
75,영화상영관,03_13_02_P,3410000,CDFF4220002011000005,20110816,,1,영업/정상,13,영업중,,,,,428-9320,,,대구광역시 중구 계산동2가 200,대구광역시 중구 달구벌대로 2077 (계산동2가),41936,CGV대구현대 제5관,2.02E+13,U,40:00.0,,343588.7356,264119.0108,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20110816,
76,영화상영관,03_13_02_P,3410000,CDFF4220002011000006,20110816,,1,영업/정상,13,영업중,,,,,428-9320,,,대구광역시 중구 계산동2가 200,대구광역시 중구 달구벌대로 2077 (계산동2가),41936,CGV대구현대 제6관,2.02E+13,U,40:00.0,,343588.7356,264119.0108,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20110816,
77,영화상영관,03_13_02_P,3410000,CDFF4220002014000004,20140123,,1,영업/정상,13,영업중,,,,,534315609,,,대구광역시 중구 남일동 65-1,대구광역시 중구 중앙대로 412 (남일동),41937,CGV대구아카데미제5관,2.02E+13,U,40:00.0,,343908.6834,264477.417,영화상영관,,9,,,,5,,,,,,,,,,,,,,,,,,,,,영화관,,20140123,
78,영화상영관,03_13_02_P,3410000,CDFF4220002014000005,20140123,,1,영업/정상,13,영업중,,,,,534315609,,,대구광역시 중구 남일동 65-1,대구광역시 중구 중앙대로 412 (남일동),41937,CGV대구아카데미제6관,2.02E+13,U,40:00.0,,343908.6834,264477.417,영화상영관,,9,,,,7,,,,,,,,,,,,,,,,,,,,,영화관,,20140123,
79,영화상영관,03_13_02_P,3410000,CDFF4220002014000006,20140123,,1,영업/정상,13,영업중,,,,,534315609,,,대구광역시 중구 남일동 65-1,대구광역시 중구 중앙대로 412 (남일동),41937,CGV대구아카데미제7관,2.02E+13,U,40:00.0,,343908.6834,264477.417,영화상영관,,9,,,,7,,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20140123,
80,영화상영관,03_13_02_P,3410000,CDFF4220002014000007,20140123,,1,영업/정상,13,영업중,,,,,534315609,,,대구광역시 중구 남일동 65-1,대구광역시 중구 중앙대로 412 (남일동),41937,CGV대구아카데미제1관(아트하우스),2.02E+13,U,40:00.0,,343908.6834,264477.417,영화상영관,,9,,,,3,,,,,,,,,,,,,,,,,,,,,영화관,,20140123,
81,영화상영관,03_13_02_P,3410000,CDFF4220002008000001,20080516,,1,영업/정상,13,영업중,,,,,427-8091,,,대구광역시 중구 동성로2가 66-1,대구광역시 중구 동성로2길 95 (동성로2가),41938,롯데시네마 동성로 제1관(샤롯데관),2.02E+13,U,40:00.0,,344128.8755,264507.1567,영화상영관,영화상영관,14,,,,5,,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20080516,중심상업지역
82,영화상영관,03_13_02_P,3410000,CDFF4220002008000002,20080516,,1,영업/정상,13,영업중,,,,,427-8091,,,대구광역시 중구 동성로2가 66-1,대구광역시 중구 동성로2길 95 (동성로2가),41938,롯데시네마 동성로 제2관,2.02E+13,U,40:00.0,,344128.8755,264507.1567,영화상영관,영화상영관,14,,,,5,,문화시설,1,,,,,,,,,,,,,,,,,,영화관,,20080516,중심상업지역
83,영화상영관,03_13_02_P,3410000,CDFF4220002008000003,20080516,,1,영업/정상,13,영업중,,,,,427-8091,,,대구광역시 중구 동성로2가 66-1,대구광역시 중구 동성로2길 95 (동성로2가),41938,롯데시네마 동성로 제3관,2.02E+13,U,40:00.0,,344128.8755,264507.1567,영화상영관,영화상영관,14,,,,5,,,,,,,,,,,,,,,,,,,,,영화관,,20080516,중심상업지역
84,영화상영관,03_13_02_P,3410000,CDFF4220002008000004,20080516,,1,영업/정상,13,영업중,,,,,427-8091,,,대구광역시 중구 동성로2가 66-1,대구광역시 중구 동성로2길 95 (동성로2가),41938,롯데시네마 동성로 제4관,2.02E+13,U,40:00.0,,344128.8755,264507.1567,영화상영관,영화상영관,14,,,,7,,,,,,,,,,,,,,,,,,,,,영화관,,20080516,중심상업지역
85,영화상영관,03_13_02_P,3410000,CDFF4220002008000005,20080516,,1,영업/정상,13,영업중,,,,,427-8091,,,대구광역시 중구 동성로2가 66-1,대구광역시 중구 동성로2길 95 (동성로2가),41938,롯데시네마 동성로 제5관,2.02E+13,U,40:00.0,,344128.8755,264507.1567,영화상영관,영화상영관,14,,,,7,,,,,,,,,,,,,,,,,,,,,영화관,,20080516,중심상업지역
86,영화상영관,03_13_02_P,3410000,CDFF4220002008000006,20080516,,1,영업/정상,13,영업중,,,,,427-8091,,,대구광역시 중구 동성로2가 66-1,대구광역시 중구 동성로2길 95 (동성로2가),41938,롯데시네마 동성로 제6관,2.02E+13,U,40:00.0,,344128.8755,264507.1567,영화상영관,영화상영관,14,,,,7,,,,,,,,,,,,,,,,,,,,,영화관,,20080516,중심상업지역
87,영화상영관,03_13_02_P,3410000,CDFF4220002014000009,20141226,,1,영업/정상,13,영업중,,,,,053-629-4424,,,대구광역시 중구 수동 1-6번지,대구광역시 중구 국채보상로 537 (수동),41919,독립영화전용관 오오극장,2.02E+13,U,40:00.0,,343471.4392,264558.0693,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20141226,
88,영화상영관,03_13_02_P,3410000,CDFF4220002008000007,20080516,,1,영업/정상,13,영업중,,,,,427-8091,,,대구광역시 중구 동성로2가 66-1,대구광역시 중구 동성로2길 95 (동성로2가),41938,롯데시네마 동성로 제7관,2.02E+13,U,40:00.0,,344128.8755,264507.1567,영화상영관,영화상영관,14,,,,9,,,1,,,,,,,,,,,,,,,,,,영화관,,20080516,중심상업지역
89,영화상영관,03_13_02_P,3410000,CDFF4220002008000008,20080516,,1,영업/정상,13,영업중,,,,,427-8091,,,대구광역시 중구 동성로2가 66-1,대구광역시 중구 동성로2길 95 (동성로2가),41938,롯데시네마 동성로 제8관,2.02E+13,U,40:00.0,,344128.8755,264507.1567,영화상영관,영화상영관,14,,,,9,,,1,,,,,,,,,,,,,,,,,,영화관,,20080516,중심상업지역
90,영화상영관,03_13_02_P,3410000,CDFF4220002008000009,20080516,,1,영업/정상,13,영업중,,,,,427-8091,,,대구광역시 중구 동성로2가 66-1,대구광역시 중구 동성로2길 95 (동성로2가),41938,롯데시네마 동성로 제9관,2.02E+13,U,40:00.0,,344128.8755,264507.1567,영화상영관,영화상영관,14,,,,9,,,1,,,,,,,,,,,,,,,,,,영화관,,20080516,중심상업지역
91,영화상영관,03_13_02_P,3410000,CDFF4220002012000003,20121227,,1,영업/정상,13,영업중,,,,,600-2101,,,대구광역시 중구 동성로2가 88-22,대구광역시 중구 동성로 39 (동성로2가),41937,CGV대구한일 3관,2.02E+13,U,40:00.0,,344009.2409,264537.6112,영화상영관,,14,,,,11,,,,,,,,,,,,,,,,,,,,,영화관,,20121227,
92,영화상영관,03_13_02_P,3410000,CDFF4220002012000004,20121227,,1,영업/정상,13,영업중,,,,,600-2101,,,대구광역시 중구 동성로2가 88-22,대구광역시 중구 동성로 39 (동성로2가),41937,CGV대구한일 4관,2.02E+13,U,40:00.0,,344009.2409,264537.6112,영화상영관,,14,,,,11,,,,,,,,,,,,,,,,,,,,,영화관,,20121227,
93,영화상영관,03_13_02_P,3410000,CDFF4220002012000005,20121227,,1,영업/정상,13,영업중,,,,,600-2101,,,대구광역시 중구 동성로2가 88-22,대구광역시 중구 동성로 39 (동성로2가),41937,CGV대구한일 5관,2.02E+13,U,40:00.0,,344009.2409,264537.6112,영화상영관,,14,,,,11,,,,,,,,,,,,,,,,,,,,,영화관,,20121227,
94,영화상영관,03_13_02_P,3410000,CDFF4220002014000001,20140123,,1,영업/정상,13,영업중,,,,,534315609,,,대구광역시 중구 남일동 65-1,대구광역시 중구 중앙대로 412 (남일동),41937,CGV대구아카데미제4관,2.02E+13,U,40:00.0,,343908.6834,264477.417,영화상영관,,9,,,,5,,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20140123,
95,영화상영관,03_13_02_P,3460000,CDFF4220002004000001,20040818,,1,영업/정상,13,영업중,,,,,053-784-0797,,,대구광역시 수성구 범물동 1273 동아백화점 수성점 9층,"대구광역시 수성구 지범로 191 (범물동,동아백화점 수성점 9층)",,CGV 대구수성 제1관,2.02E+13,U,40:00.0,,348194.4994,259144.5193,영화상영관,영화상영관,,,,,9,5,,,,,,,,,,,,,,,,,,,,영화관,,20040818,일반상업지역
96,영화상영관,03_13_02_P,3460000,CDFF4220002004000002,20040818,,1,영업/정상,13,영업중,,,,,053-784-0797,,,대구광역시 수성구 범물동 1273 동아백화점 수성점 9층,"대구광역시 수성구 지범로 191 (범물동,동아백화점 수성점 9층)",,CGV 대구수성 제2관,2.02E+13,U,40:00.0,,348194.4994,259144.5193,영화상영관,영화상영관,14,,,,9,5,,,,,,,,,,,,,,,,,,,,영화관,,20040818,일반상업지역
97,영화상영관,03_13_02_P,3460000,CDFF4220002004000003,20040818,,1,영업/정상,13,영업중,,,,,053-784-0797,,,대구광역시 수성구 범물동 1273 동아백화점 수성점 9층,"대구광역시 수성구 지범로 191 (범물동,동아백화점 수성점 9층)",,CGV 대구수성 제3관,2.02E+13,U,40:00.0,,348194.4994,259144.5193,영화상영관,영화상영관,14,,,,9,5,,,,,,,,,,,,,,,,,,,,영화관,,20040818,일반상업지역
98,영화상영관,03_13_02_P,3460000,CDFF4220002004000004,20040818,,1,영업/정상,13,영업중,,,,,053-784-0797,,,대구광역시 수성구 범물동 1273 동아백화점 수성점 9층,"대구광역시 수성구 지범로 191 (범물동,동아백화점 수성점 9층)",,CGV 대구수성 제4관,2.02E+13,U,40:00.0,,348194.4994,259144.5193,영화상영관,영화상영관,14,,,,9,5,,,,,,,,,,,,,,,,,,,,영화관,,20040818,일반상업지역
99,영화상영관,03_13_02_P,3460000,CDFF4220002011000001,20110907,,1,영업/정상,13,영업중,,,,,053-222-6600,,,대구광역시 수성구 대흥동 504 B2F,대구광역시 수성구 유니버시아드로 140 (대흥동),42250,CGV대구스타디움제1관,2.02E+13,U,40:00.0,,352335.045,260158.7502,영화상영관,,,,,,,2,문화시설,1,,,,,,,,,,,,,,,,,,영화관,,20110907,자연녹지지역
100,영화상영관,03_13_02_P,3460000,CDFF4220002011000002,20110907,,1,영업/정상,13,영업중,,,,,053-222-6600,,,대구광역시 수성구 대흥동 504 B2F,대구광역시 수성구 유니버시아드로 140 (대흥동),42250,CGV대구스타디움제2관,2.02E+13,U,40:00.0,,352335.045,260158.7502,영화상영관,,,,,,,2,문화시설,1,,,,,,,,,,,,,,,,,,영화관,,20110907,자연녹지지역
101,영화상영관,03_13_02_P,3460000,CDFF4220002011000003,20110907,,1,영업/정상,13,영업중,,,,,053-222-6600,,,대구광역시 수성구 대흥동 504 B2F,대구광역시 수성구 유니버시아드로 140 (대흥동),42250,CGV대구스타디움제3관,2.02E+13,U,40:00.0,,352335.045,260158.7502,영화상영관,,,,,,,2,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20110907,자연녹지지역
102,영화상영관,03_13_02_P,3460000,CDFF4220002011000004,20110907,,1,영업/정상,13,영업중,,,,,053-222-6600,,,대구광역시 수성구 대흥동 504 B2F,대구광역시 수성구 유니버시아드로 140 (대흥동),42250,CGV대구스타디움제4관,2.02E+13,U,40:00.0,,352335.045,260158.7502,영화상영관,,,,,,,2,문화시설,1,,,,,,,,,,,,,,,,,,영화관,,20110907,자연녹지지역
103,영화상영관,03_13_02_P,3460000,CDFF4220002011000005,20110907,,1,영업/정상,13,영업중,,,,,053-222-6600,,,대구광역시 수성구 대흥동 504 B2F,대구광역시 수성구 유니버시아드로 140 (대흥동),42250,CGV대구스타디움제5관,2.02E+13,U,40:00.0,,352335.045,260158.7502,영화상영관,,,,,,,2,문화시설,1,,,,,,,,,,,,,,,,,,영화관,,20110907,자연녹지지역
104,영화상영관,03_13_02_P,3460000,CDFF4220002011000006,20110907,,1,영업/정상,13,영업중,,,,,053-222-6600,,,대구광역시 수성구 대흥동 504 B2F,대구광역시 수성구 유니버시아드로 140 (대흥동),42250,CGV대구스타디움제6관,2.02E+13,U,40:00.0,,352335.045,260158.7502,영화상영관,,,,,,,2,문화시설,1,,,,,,,,,,,,,,,,,,영화관,,20110907,자연녹지지역
105,영화상영관,03_13_02_P,3410000,CDFF4220002012000001,20121227,,1,영업/정상,13,영업중,,,,,600-2101,,,대구광역시 중구 동성로2가 88-22,대구광역시 중구 동성로 39 (동성로2가),41937,CGV대구한일 1관,2.02E+13,U,40:00.0,,344009.2409,264537.6112,영화상영관,,14,,,,9,,,,,,,,,,,,,,,,,,,,,영화관,,20121227,
106,영화상영관,03_13_02_P,3410000,CDFF4220002012000002,20121227,,1,영업/정상,13,영업중,,,,,600-2101,,,대구광역시 중구 동성로2가 88-22,대구광역시 중구 동성로 39 (동성로2가),41937,CGV대구한일 2관,2.02E+13,U,40:00.0,,344009.2409,264537.6112,영화상영관,,14,,,,9,,,,,,,,,,,,,,,,,,,,,영화관,,20121227,
107,영화상영관,03_13_02_P,3410000,CDFF4220002014000002,20140123,,1,영업/정상,13,영업중,,,,,534315609,,,대구광역시 중구 남일동 65-1,대구광역시 중구 중앙대로 412 (남일동),41937,CGV대구아카데미제2관,2.02E+13,U,40:00.0,,343908.6834,264477.417,영화상영관,,9,,,,3,,,,,,,,,,,,,,,,,,,,,영화관,,20140123,
108,영화상영관,03_13_02_P,3410000,CDFF4220002014000003,20140123,,1,영업/정상,13,영업중,,,,,053-609-3031,,,대구광역시 중구 남일동 65-1 아카데미극장,"대구광역시 중구 중앙대로 412, 아카데미극장 (남일동)",41937,CGV대구아카데미제3관,2.02E+13,U,40:00.0,,343908.6834,264477.417,영화상영관,,9,,,,5,,,,,,,,,,,,,,,,,,,,,영화관,,20140123,
109,영화상영관,03_13_02_P,3470000,CDFF4220002006000001,20060113,,1,영업/정상,13,영업중,,,,,053-584-1166,,,대구광역시 달서구 이곡동 1244-1,대구광역시 달서구 성서로 414 (이곡동),42620,롯데시네마 성서9 (제9관),2.02E+13,U,40:00.0,,336128.8616,262620.4355,영화상영관,영화상영관,13,기타,,,10,3,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20060113,일반상업지역
110,영화상영관,03_13_02_P,3470000,CDFF4220002006000002,20060113,,1,영업/정상,13,영업중,,,,,053-584-1166,,,대구광역시 달서구 이곡동 1244-1,대구광역시 달서구 성서로 414 (이곡동),42620,롯데시네마 성서9 (제8관),2.02E+13,U,40:00.0,,336128.8616,262620.4355,영화상영관,영화상영관,13,기타,,,10,3,문화시설,1,,,,,,,,,,,,,,,,,,영화관,,20060113,일반상업지역
111,영화상영관,03_13_02_P,3470000,CDFF4220002006000003,20060113,,1,영업/정상,13,영업중,,,,,053-584-1166,,,대구광역시 달서구 이곡동 1244-1,대구광역시 달서구 성서로 414 (이곡동),42620,롯데시네마 성서9 (제7관),2.02E+13,U,40:00.0,,336128.8616,262620.4355,영화상영관,영화상영관,13,기타,,,10,3,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20060113,일반상업지역
112,영화상영관,03_13_02_P,3470000,CDFF4220002006000004,20060113,,1,영업/정상,13,영업중,,,,,053-584-1166,,,대구광역시 달서구 이곡동 1244-1,대구광역시 달서구 성서로 414 (이곡동),42620,롯데시네마 성서9 (제6관),2.02E+13,U,40:00.0,,336128.8616,262620.4355,영화상영관,영화상영관,13,기타,,,10,3,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20060113,일반상업지역
113,영화상영관,03_13_02_P,3470000,CDFF4220002006000005,20060113,,1,영업/정상,13,영업중,,,,,053-584-1166,,,대구광역시 달서구 이곡동 1244-1,대구광역시 달서구 성서로 414 (이곡동),42620,롯데시네마 성서9 (제5관),2.02E+13,U,40:00.0,,336128.8616,262620.4355,영화상영관,영화상영관,13,기타,,,10,3,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20060113,일반상업지역
114,영화상영관,03_13_02_P,3460000,CDFF4220002011000007,20110907,,1,영업/정상,13,영업중,,,,,053-222-6600,,,대구광역시 수성구 대흥동 504 B2F,대구광역시 수성구 유니버시아드로 140 (대흥동),42250,CGV대구스타디움제7관,2.02E+13,U,40:00.0,,352335.045,260158.7502,영화상영관,,,,,,,2,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20110907,자연녹지지역
